ENSG.ID	Gene.type	Gene.name	Chromosome
ENSG00000226873	unprocessed_pseudogene	CDY14P	Y
ENSG00000227915	unprocessed_pseudogene	ELOCP16	Y
ENSG00000236620	unprocessed_pseudogene	XKRYP3	Y
ENSG00000224866	unprocessed_pseudogene	USP9YP25	Y
ENSG00000232424	unprocessed_pseudogene	USP9YP29	Y
ENSG00000252681	snRNA	RNU1-97P	Y
ENSG00000232910	unprocessed_pseudogene	RAB9AP1	Y
ENSG00000232845	unprocessed_pseudogene	TRAPPC2P9	Y
ENSG00000237302	unprocessed_pseudogene	OFD1P11Y	Y
ENSG00000169763	unprocessed_pseudogene	PRYP3	Y
ENSG00000223750	unprocessed_pseudogene	SIRPB3P	20
ENSG00000252468	snRNA	RNU2-57P	Y
ENSG00000231341	processed_pseudogene	VDAC1P6	Y
ENSG00000235001	processed_pseudogene	EIF4A1P2	Y
ENSG00000214207	processed_pseudogene	KRT18P10	Y
ENSG00000278585	processed_pseudogene	SNX3P1Y	Y
ENSG00000235175	processed_pseudogene	RPL26P37	Y
ENSG00000099715	protein_coding	PCDH11Y	Y
ENSG00000125870	protein_coding	SNRPB2	20
ENSG00000267156	processed_pseudogene	TPMTP1	18
ENSG00000215457	processed_pseudogene	RPS8P3	18
ENSG00000211841	TR_J_gene	TRAJ48	14
ENSG00000264745	lncRNA	TTC39C-AS1	18
ENSG00000211832	TR_J_gene	TRAJ59	14
ENSG00000267652	processed_pseudogene	NPM1P1	18
ENSG00000211831	TR_J_gene	TRAJ61	14
ENSG00000211829	TR_C_gene	TRDC	14
ENSG00000211833	TR_J_gene	TRAJ58	14
ENSG00000211826	TR_J_gene	TRDJ4	14
ENSG00000101745	protein_coding	ANKRD12	18
ENSG00000225466	unprocessed_pseudogene	OFD1P10Y	Y
ENSG00000231540	processed_pseudogene	ELOCP9	Y
ENSG00000223362	unprocessed_pseudogene	CDY15P	Y
ENSG00000231026	unprocessed_pseudogene	XKRYP4	Y
ENSG00000224571	unprocessed_pseudogene	USP9YP13	Y
ENSG00000226369	unprocessed_pseudogene	USP9YP11	Y
ENSG00000258655	lncRNA	ARHGAP5-AS1	14
ENSG00000280961	lncRNA	TTTY3B	Y
ENSG00000227871	unprocessed_pseudogene	USP9YP12	Y
ENSG00000251917	snRNA	RNU1-86P	Y
ENSG00000231423	unprocessed_pseudogene	RAB9AP5	Y
ENSG00000228465	unprocessed_pseudogene	TRAPPC2P10	Y
ENSG00000257185	lncRNA	LINC02293	14
ENSG00000232585	unprocessed_pseudogene	OFD1P12Y	Y
ENSG00000234081	processed_pseudogene	ELOCP10	Y
ENSG00000172352	protein_coding	CDY1B	Y
ENSG00000231375	unprocessed_pseudogene	CDY17P	Y
ENSG00000237467	unprocessed_pseudogene	USP9YP35	Y
ENSG00000229250	unprocessed_pseudogene	USP9YP31	Y
ENSG00000211842	TR_J_gene	TRAJ47	14
ENSG00000233048	lncRNA	LINC01722	20
ENSG00000232205	unprocessed_pseudogene	CDY18P	Y
ENSG00000211827	TR_J_gene	TRDJ2	14
ENSG00000257636	lncRNA	G2E3-AS1	14
ENSG00000223698	unprocessed_pseudogene	GOLGA6L11P	Y
ENSG00000242854	unprocessed_pseudogene	DNM1P24	Y
ENSG00000236811	processed_pseudogene	GAPDHP2	20
ENSG00000244231	lncRNA	CSPG4P2Y	Y
ENSG00000282949	unprocessed_pseudogene	PCMTD1P7	20
ENSG00000172342	unprocessed_pseudogene	CSPG4P3Y	Y
ENSG00000211835	TR_J_gene	TRAJ56	14
ENSG00000077984	protein_coding	CST7	20
ENSG00000259086	processed_pseudogene	KIAA1143P1	14
ENSG00000274234	misc_RNA	RN7SL818P	Y
ENSG00000225491	unprocessed_pseudogene	UBE2Q2P4Y	Y
ENSG00000224827	processed_pseudogene	LINC00265-2P	Y
ENSG00000233740	processed_pseudogene	CICP2	Y
ENSG00000248792	unprocessed_pseudogene	SEPTIN14P22	Y
ENSG00000234399	unprocessed_pseudogene	RBMY2XP	Y
ENSG00000257155	lncRNA	NUBPL-DT	14
ENSG00000227439	lncRNA	TTTY17B	Y
ENSG00000257845	lncRNA	LINC02294	14
ENSG00000224210	processed_pseudogene	TRIM60P5Y	Y
ENSG00000232003	processed_pseudogene	ZNF736P12Y	Y
ENSG00000235412	lncRNA	TTTY4B	Y
ENSG00000250365	lncRNA	HEATR5A-DT	14
ENSG00000183795	protein_coding	BPY2B	Y
ENSG00000151413	protein_coding	NUBPL	14
ENSG00000236379	processed_pseudogene	ZNF736P4Y	Y
ENSG00000223641	lncRNA	TTTY17C	Y
ENSG00000227633	unprocessed_pseudogene	RBMY2YP	Y
ENSG00000228786	lncRNA	SEPTIN14P23	Y
ENSG00000101474	protein_coding	APMAP	20
ENSG00000233652	processed_pseudogene	CICP1	Y
ENSG00000233944	processed_pseudogene	LINC00265-3P	Y
ENSG00000223636	unprocessed_pseudogene	UBE2Q2P5Y	Y
ENSG00000172297	unprocessed_pseudogene	GOLGA2P3Y	Y
ENSG00000278242	misc_RNA	RN7SL725P	Y
ENSG00000172294	unprocessed_pseudogene	CSPG4P4Y	Y
ENSG00000240450	lncRNA	CSPG4P1Y	Y
ENSG00000239304	processed_pseudogene	DNM1P48	Y
ENSG00000197092	unprocessed_pseudogene	GOLGA6L16P	Y
ENSG00000237823	unprocessed_pseudogene	CDY19P	Y
ENSG00000229709	unprocessed_pseudogene	USP9YP36	Y
ENSG00000232064	unprocessed_pseudogene	USP9YP33	Y
ENSG00000225609	unprocessed_pseudogene	CDY20P	Y
ENSG00000270535	processed_pseudogene	ELOCP34	Y
ENSG00000225287	unprocessed_pseudogene	OFD1P13Y	Y
ENSG00000225256	unprocessed_pseudogene	TRAPPC2P5	Y
ENSG00000223856	unprocessed_pseudogene	RAB9AP2	Y
ENSG00000235004	unprocessed_pseudogene	USP9YP30	Y
ENSG00000252426	snRNA	RNU1-107P	Y
ENSG00000231141	lncRNA	TTTY3	Y
ENSG00000232614	unprocessed_pseudogene	USP9YP9	Y
ENSG00000225326	unprocessed_pseudogene	USP9YP19	Y
ENSG00000223406	unprocessed_pseudogene	XKRYP5	Y
ENSG00000215506	unprocessed_pseudogene	TPTE2P4	Y
ENSG00000224240	processed_pseudogene	CYCSP49	Y
ENSG00000227629	unprocessed_pseudogene	SLC25A15P1	Y
ENSG00000237917	unprocessed_pseudogene	PARP4P1	Y
ENSG00000231514	processed_pseudogene	CCNQP2	Y
ENSG00000172288	protein_coding	CDY1	Y
ENSG00000152242	protein_coding	C18orf25	18
ENSG00000233803	protein_coding	TSPY4	Y
ENSG00000125864	protein_coding	BFSP1	20
ENSG00000258894	processed_pseudogene	ARHGAP16P	14
ENSG00000237235	TR_D_gene	TRDD2	14
ENSG00000258487	lncRNA	LINC02277	14
ENSG00000129515	protein_coding	SNX6	14
ENSG00000226941	protein_coding	RBMY1J	Y
ENSG00000286583	lncRNA	ZBTB7C-AS1	18
ENSG00000154839	protein_coding	SKA1	18
ENSG00000282995	unprocessed_pseudogene	FRG1EP	20
ENSG00000233896	lncRNA	PDYN-AS1	20
ENSG00000282921	processed_pseudogene	CFTRP2	20
ENSG00000149435	protein_coding	GGTLC1	20
ENSG00000239689	processed_pseudogene	RPL17P46	18
ENSG00000265402	processed_pseudogene	RSL24D1P9	18
ENSG00000267541	processed_pseudogene	MTCO2P2	18
ENSG00000263829	processed_pseudogene	SINHCAFP1	18
ENSG00000243925	processed_pseudogene	RPS24P18	18
ENSG00000238074	protein_coding	TSPY9	Y
ENSG00000267647	processed_pseudogene	MAP1LC3P	18
ENSG00000263846	processed_pseudogene	CIAPIN1P	18
ENSG00000239893	transcribed_processed_pseudogene	ZNF736P9Y	Y
ENSG00000141425	protein_coding	RPRD1A	18
ENSG00000242875	protein_coding	RBMY1B	Y
ENSG00000167390	unprocessed_pseudogene	POM121L3P	20
ENSG00000170369	protein_coding	CST2	20
ENSG00000225971	processed_pseudogene	RPS3AP51	22
ENSG00000211837	TR_J_gene	TRAJ53	14
ENSG00000258828	processed_pseudogene	KRT8P2	14
ENSG00000100354	protein_coding	TNRC6B	22
ENSG00000211844	TR_J_gene	TRAJ45	14
ENSG00000226344	unprocessed_pseudogene	CST12P	20
ENSG00000258401	processed_pseudogene	ATP5MC2P2	14
ENSG00000211838	TR_J_gene	TRAJ52	14
ENSG00000250688	TR_J_pseudogene	TRAJ55	14
ENSG00000125868	protein_coding	DSTN	20
ENSG00000258548	lncRNA	LINC00645	14
ENSG00000278678	processed_pseudogene	CYCSP41	21
ENSG00000271424	processed_pseudogene	GLRX5P3	14
ENSG00000258233	processed_pseudogene	ARHGAP42P5	14
ENSG00000179381	unprocessed_pseudogene	OR4K11P	21
ENSG00000087301	protein_coding	TXNDC16	14
ENSG00000234414	protein_coding	RBMY1A1	Y
ENSG00000279720	processed_pseudogene	SOWAHCP2	21
ENSG00000204555	processed_pseudogene	CFTRP3	20
ENSG00000125834	protein_coding	STK35	20
ENSG00000282911	unprocessed_pseudogene	DUX4L35	20
ENSG00000205611	lncRNA	LINC01597	20
ENSG00000152214	protein_coding	RIT2	18
ENSG00000215397	protein_coding	SCRT2	20
ENSG00000232948	protein_coding	DEFB130A	8
ENSG00000226263	lncRNA	ISM1-AS1	20
ENSG00000198646	protein_coding	NCOA6	20
ENSG00000280330	processed_pseudogene	CTBP2P10	21
ENSG00000240770	lncRNA	C21orf91-OT1	21
ENSG00000234795	transcribed_unprocessed_pseudogene	RFTN1P1	Y
ENSG00000290330	lncRNA	FAM197Y5	Y
ENSG00000234803	transcribed_unprocessed_pseudogene	FAM197Y2	Y
ENSG00000234159	processed_pseudogene	RBPMSLP	21
ENSG00000253958	protein_coding	CLDN23	8
ENSG00000229336	processed_pseudogene	SREK1IP1P1	21
ENSG00000279062	unprocessed_pseudogene	CDRT15P8	21
ENSG00000224141	lncRNA	MIR548XHG	21
ENSG00000290336	lncRNA	RBMY2FP	Y
ENSG00000164821	protein_coding	DEFA4	8
ENSG00000233676	processed_pseudogene	FDPSP6	21
ENSG00000226580	processed_pseudogene	RPL39P40	21
ENSG00000236718	transcribed_unprocessed_pseudogene	RBMY2QP	Y
ENSG00000225735	processed_pseudogene	NEK4P1	21
ENSG00000224657	transcribed_unprocessed_pseudogene	RBMY2BP	Y
ENSG00000198618	processed_pseudogene	PPIAP22	21
ENSG00000226818	processed_pseudogene	SLC6A6P1	21
ENSG00000212710	protein_coding	CTAGE1	18
ENSG00000279177	processed_pseudogene	CTBP2P9	21
ENSG00000290369	lncRNA	TTTY23B	Y
ENSG00000231755	lncRNA	CHODL-AS1	21
ENSG00000290373	lncRNA	FAM197Y4	Y
ENSG00000173281	protein_coding	PPP1R3B	8
ENSG00000264350	processed_pseudogene	SNRPGP2	18
ENSG00000225685	transcribed_unprocessed_pseudogene	TSPY5P	Y
ENSG00000228592	lncRNA	D21S2088E	21
ENSG00000227117	lncRNA	HORMAD2-AS1	22
ENSG00000266984	processed_pseudogene	POLR3GP2	18
ENSG00000239683	processed_pseudogene	RPL7AP67	18
ENSG00000290381	lncRNA	TTTY11	Y
ENSG00000134489	protein_coding	HRH4	18
ENSG00000253257	processed_pseudogene	MTND4P7	8
ENSG00000224060	transcribed_unprocessed_pseudogene	ARSLP1	Y
ENSG00000290448	lncRNA	FAM197Y9	Y
ENSG00000175329	protein_coding	ISX	22
ENSG00000290607	lncRNA	FAM197Y3	Y
ENSG00000237569	processed_pseudogene	TUBAP1	21
ENSG00000154646	protein_coding	TMPRSS15	21
ENSG00000242153	transcribed_unprocessed_pseudogene	OFD1P6Y	Y
ENSG00000256590	TR_V_gene	TRDV3	14
ENSG00000290716	lncRNA	TTTY9A	Y
ENSG00000259129	lncRNA	LINC00648	14
ENSG00000173273	protein_coding	TNKS	8
ENSG00000290724	lncRNA	XKRY	Y
ENSG00000290725	lncRNA	XKRY2	Y
ENSG00000168229	protein_coding	PTGDR	14
ENSG00000290840	lncRNA	XGY2	Y
ENSG00000101773	protein_coding	RBBP8	18
ENSG00000100294	protein_coding	MCAT	22
ENSG00000258098	lncRNA	LINC02286	14
ENSG00000227289	transcribed_unprocessed_pseudogene	HSFY3P	Y
ENSG00000251363	lncRNA	LINC02315	14
ENSG00000235462	transcribed_unprocessed_pseudogene	TAB3P1	Y
ENSG00000241859	transcribed_unprocessed_pseudogene	ANOS2P	Y
ENSG00000258969	lncRNA	LINC02307	14
ENSG00000258948	processed_pseudogene	KRT8P1	14
ENSG00000189139	protein_coding	FSCB	14
ENSG00000223637	transcribed_unprocessed_pseudogene	RBMY2EP	Y
ENSG00000258474	lncRNA	LINC02313	14
ENSG00000258636	lncRNA	LRFN5-DT	14
ENSG00000073712	protein_coding	FERMT2	14
ENSG00000100170	protein_coding	SLC5A1	22
ENSG00000291016	lncRNA	GOLGA2P2Y	Y
ENSG00000275592	processed_pseudogene	VN1R7P	21
ENSG00000219368	processed_pseudogene	ZNF299P	21
ENSG00000291031	lncRNA	BCORP1	Y
ENSG00000228184	processed_pseudogene	SNX19P1	21
ENSG00000291033	lncRNA	TXLNGY	Y
ENSG00000206195	lncRNA	DUXAP8	22
ENSG00000273872	unprocessed_pseudogene	SLC25A15P4	21
ENSG00000236464	lncRNA	LINC02559	22
ENSG00000215326	processed_pseudogene	GPX1P2	21
ENSG00000268812	lncRNA	LIF-AS2	22
ENSG00000228593	unprocessed_pseudogene	CFTRP1	20
ENSG00000176177	protein_coding	ENTHD1	22
ENSG00000088782	protein_coding	DEFB127	20
ENSG00000154639	protein_coding	CXADR	21
ENSG00000234265	lncRNA	LINC01723	20
ENSG00000236054	lncRNA	SYN3-AS1	22
ENSG00000128342	protein_coding	LIF	22
ENSG00000172296	protein_coding	SPTLC3	20
ENSG00000215333	processed_pseudogene	KRT18P23	22
ENSG00000100307	protein_coding	CBX7	22
ENSG00000283069	unprocessed_pseudogene	DUX4L32	20
ENSG00000234878	processed_pseudogene	HSPE1P1	20
ENSG00000206159	transcribed_unprocessed_pseudogene	GYG2P1	Y
ENSG00000227693	processed_pseudogene	GSTM3P1	20
ENSG00000125804	lncRNA	FAM182A	20
ENSG00000131069	protein_coding	ACSS2	20
ENSG00000100344	protein_coding	PNPLA3	22
ENSG00000250752	processed_pseudogene	RPL23AP96	8
ENSG00000223508	transcribed_processed_pseudogene	RPL23AP53	8
ENSG00000154359	protein_coding	LONRF1	8
ENSG00000277282	IG_V_gene	IGHV1OR21-1	21
ENSG00000215005	processed_pseudogene	HSPD1P7	21
ENSG00000233215	lncRNA	LINC01687	21
ENSG00000265944	lncRNA	LINC01387	18
ENSG00000231058	processed_pseudogene	MSANTD2P1	21
ENSG00000215353	processed_pseudogene	C1QBPP1	21
ENSG00000186976	protein_coding	EFCAB6	22
ENSG00000264707	lncRNA	L3MBTL4-AS1	18
ENSG00000156253	protein_coding	RWDD2B	21
ENSG00000260930	lncRNA	LINC01416	18
ENSG00000168234	protein_coding	TTC39C	18
ENSG00000129480	protein_coding	DTD2	14
ENSG00000100519	protein_coding	PSMC6	14
ENSG00000217026	processed_pseudogene	RPL10P1	21
ENSG00000238265	lncRNA	LINC00317	21
ENSG00000280081	transcribed_processed_pseudogene	LINC01667	21
ENSG00000253267	lncRNA	DLGAP2-AS1	8
ENSG00000175806	protein_coding	MSRA	8
ENSG00000156265	protein_coding	MAP3K7CL	21
ENSG00000267097	lncRNA	SLC14A2-AS1	18
ENSG00000187323	protein_coding	DCC	18
ENSG00000054611	protein_coding	TBC1D22A	22
ENSG00000258955	lncRNA	LINC00519	14
ENSG00000248366	TR_J_pseudogene	TRAJ51	14
ENSG00000257179	processed_pseudogene	HMGN2P6	14
ENSG00000285237	unprocessed_pseudogene	PRSS52P	8
ENSG00000258932	transcribed_processed_pseudogene	MIR3171HG	14
ENSG00000244289	processed_pseudogene	RPS3AP35	8
ENSG00000240486	processed_pseudogene	RPL23AP54	8
ENSG00000253866	processed_pseudogene	TMEM97P2	8
ENSG00000254272	processed_pseudogene	BTF3P3	8
ENSG00000226132	processed_pseudogene	RPS3AP46	14
ENSG00000134020	protein_coding	PEBP4	8
ENSG00000258563	processed_pseudogene	PSMA3P1	14
ENSG00000141639	protein_coding	MAPK4	18
ENSG00000259046	processed_pseudogene	RRAGAP1	14
ENSG00000258996	processed_pseudogene	PPIAP5	14
ENSG00000273484	unprocessed_pseudogene	OR6R2P	8
ENSG00000214366	processed_pseudogene	EIF4EP5	8
ENSG00000211834	TR_J_gene	TRAJ57	14
ENSG00000258445	processed_pseudogene	MAD2L1P1	14
ENSG00000258556	lncRNA	LINC02322	14
ENSG00000184647	protein_coding	PRSS55	8
ENSG00000257842	lncRNA	NOVA1-DT	14
ENSG00000259169	unprocessed_pseudogene	GNRHR2P1	14
ENSG00000275591	protein_coding	XKR5	8
ENSG00000180998	protein_coding	GPR137C	14
ENSG00000273762	unprocessed_pseudogene	VN1R76P	18
ENSG00000270855	processed_pseudogene	ATP7BP1	18
ENSG00000141622	protein_coding	RNF165	18
ENSG00000126773	protein_coding	PCNX4	14
ENSG00000253649	protein_coding	PRSS51	8
ENSG00000275342	protein_coding	PRAG1	8
ENSG00000267524	processed_pseudogene	RPSAP57	18
ENSG00000283613	unitary_pseudogene	CUPIN1P	18
ENSG00000134042	protein_coding	MRO	18
ENSG00000226935	lncRNA	LINC00161	21
ENSG00000232079	lncRNA	LINC01697	21
ENSG00000255464	unprocessed_pseudogene	SEPTIN14P8	8
ENSG00000242709	processed_pseudogene	RPL30P9	8
ENSG00000168546	protein_coding	GFRA2	8
ENSG00000224832	lncRNA	LINC01689	21
ENSG00000234439	processed_pseudogene	KRT18P2	21
ENSG00000142207	protein_coding	URB1	21
ENSG00000257612	lncRNA	MIR4307HG	14
ENSG00000258700	lncRNA	LINC00871	14
ENSG00000126778	protein_coding	SIX1	14
ENSG00000154001	protein_coding	PPP2R5E	14
ENSG00000217809	processed_pseudogene	FAT1P1	20
ENSG00000282894	unprocessed_pseudogene	DUX4L33	20
ENSG00000215547	protein_coding	DEFB115	20
ENSG00000164741	protein_coding	DLC1	8
ENSG00000227195	lncRNA	MIR663AHG	20
ENSG00000232263	protein_coding	KRTAP25-1	21
ENSG00000279213	processed_pseudogene	SNX18P10	21
ENSG00000279990	processed_pseudogene	RPSAP68	21
ENSG00000154721	protein_coding	JAM2	21
ENSG00000067900	protein_coding	ROCK1	18
ENSG00000223822	processed_pseudogene	EEF1A1P1	21
ENSG00000233480	lncRNA	LINC01683	21
ENSG00000183822	lncRNA	NCF4-AS1	22
ENSG00000156256	protein_coding	USP16	21
ENSG00000100426	protein_coding	ZBED4	22
ENSG00000056487	protein_coding	PHF21B	22
ENSG00000280197	TEC	ZBTB7C-AS2	18
ENSG00000078804	protein_coding	TP53INP2	20
ENSG00000177511	protein_coding	ST8SIA3	18
ENSG00000176641	protein_coding	RNF152	18
ENSG00000232595	unprocessed_pseudogene	CST2P1	20
ENSG00000204662	unprocessed_pseudogene	CST9LP1	20
ENSG00000232333	processed_pseudogene	RPS27AP2	20
ENSG00000101384	protein_coding	JAG1	20
ENSG00000166510	protein_coding	CCDC68	18
ENSG00000239780	processed_pseudogene	RPLP0P11	18
ENSG00000175387	protein_coding	SMAD2	18
ENSG00000235269	lncRNA	LINC02331	14
ENSG00000250921	lncRNA	LINC02063	5
ENSG00000258731	lncRNA	DDHD1-DT	14
ENSG00000198252	protein_coding	STYX	14
ENSG00000227201	processed_pseudogene	CNN2P1	22
ENSG00000231801	processed_pseudogene	ANP32BP2	22
ENSG00000164151	protein_coding	ICE1	5
ENSG00000100316	protein_coding	RPL3	22
ENSG00000223629	unprocessed_pseudogene	DEFA8P	8
ENSG00000225267	processed_pseudogene	RPL8P2	21
ENSG00000232774	lncRNA	LINC03033	14
ENSG00000244018	processed_pseudogene	RPL35P6	8
ENSG00000233236	lncRNA	LINC02573	21
ENSG00000177400	unprocessed_pseudogene	OR7E8P	8
ENSG00000260093	lncRNA	MSRA-DT	8
ENSG00000226983	lncRNA	LINC01692	21
ENSG00000185053	protein_coding	SGCZ	8
ENSG00000224004	processed_pseudogene	ATP5F1CP1	14
ENSG00000126790	protein_coding	L3HYPDH	14
ENSG00000156282	protein_coding	CLDN17	21
ENSG00000166265	protein_coding	CYYR1	21
ENSG00000089057	protein_coding	SLC23A2	20
ENSG00000223597	lncRNA	LINC02142	5
ENSG00000253733	lncRNA	LZTS1-AS1	8
ENSG00000254813	lncRNA	LINC03019	8
ENSG00000145536	protein_coding	ADAMTS16	5
ENSG00000258980	processed_pseudogene	EIF1AXP2	14
ENSG00000258694	lncRNA	LINC02319	14
ENSG00000147324	protein_coding	MFHAS1	8
ENSG00000176054	processed_pseudogene	RPL23P2	21
ENSG00000232260	processed_pseudogene	BTF3L4P1	21
ENSG00000236056	processed_pseudogene	GAPDHP14	21
ENSG00000243927	protein_coding	MRPS6	21
ENSG00000179008	protein_coding	C14orf39	14
ENSG00000254093	protein_coding	PINX1	8
ENSG00000215369	processed_pseudogene	RPL37P3	21
ENSG00000215317	processed_pseudogene	THUMPD1P1	21
ENSG00000215533	lncRNA	LINC00189	21
ENSG00000215351	processed_pseudogene	PPIAP1	21
ENSG00000235514	processed_pseudogene	LLPHP2	21
ENSG00000234052	lncRNA	LINC01673	21
ENSG00000188694	protein_coding	KRTAP24-1	21
ENSG00000232687	processed_pseudogene	RPL12P9	21
ENSG00000198743	protein_coding	SLC5A3	21
ENSG00000219592	processed_pseudogene	NCSTNP1	21
ENSG00000280243	processed_pseudogene	MTCO1P1	21
ENSG00000159259	protein_coding	CHAF1B	21
ENSG00000242135	processed_pseudogene	RPL17P2	14
ENSG00000258502	lncRNA	LINC02290	14
ENSG00000198791	protein_coding	CNOT7	8
ENSG00000184302	protein_coding	SIX6	14
ENSG00000171421	protein_coding	MRPL36	5
ENSG00000100625	protein_coding	SIX4	14
ENSG00000250490	lncRNA	LINC02145	5
ENSG00000041353	protein_coding	RAB27B	18
ENSG00000124279	protein_coding	FASTKD3	5
ENSG00000236532	lncRNA	LINC01695	21
ENSG00000247287	lncRNA	PRKCH-AS1	14
ENSG00000258583	lncRNA	LINC01500	14
ENSG00000233997	lncRNA	LINC01425	21
ENSG00000234884	lncRNA	GRK3-AS1	22
ENSG00000101435	protein_coding	CST9L	20
ENSG00000233206	processed_pseudogene	RPS3AP1	21
ENSG00000156304	protein_coding	SCAF4	21
ENSG00000075218	protein_coding	GTSE1	22
ENSG00000091164	protein_coding	TXNL1	18
ENSG00000251476	processed_pseudogene	MTCO1P31	5
ENSG00000258692	transcribed_processed_pseudogene	SALL4P7	14
ENSG00000100614	protein_coding	PPM1A	14
ENSG00000277508	processed_pseudogene	BSNDP3	20
ENSG00000287889	lncRNA	FAM242B	20
ENSG00000078295	protein_coding	ADCY2	5
ENSG00000283020	unprocessed_pseudogene	DUX4L37	20
ENSG00000230324	lncRNA	LINC01734	20
ENSG00000253612	processed_pseudogene	WBP1LP3	8
ENSG00000253490	lncRNA	LINC02099	8
ENSG00000089123	protein_coding	TASP1	20
ENSG00000184708	protein_coding	EIF4ENIF1	22
ENSG00000179388	protein_coding	EGR3	8
ENSG00000151838	protein_coding	CCDC175	14
ENSG00000132792	protein_coding	CTNNBL1	20
ENSG00000266915	processed_pseudogene	MRPS5P4	18
ENSG00000134030	protein_coding	CTIF	18
ENSG00000221818	protein_coding	EBF2	8
ENSG00000258896	processed_pseudogene	SCOCP1	14
ENSG00000100612	protein_coding	DHRS7	14
ENSG00000249830	lncRNA	LINC02162	5
ENSG00000250974	lncRNA	LINC02196	5
ENSG00000183654	protein_coding	MARCHF11	5
ENSG00000104714	protein_coding	ERICH1	8
ENSG00000267134	lncRNA	LINC01924	18
ENSG00000248729	processed_pseudogene	MTCO1P30	5
ENSG00000249326	lncRNA	CTD-2194D22.4	5
ENSG00000242945	processed_pseudogene	RPL29P32	18
ENSG00000113430	protein_coding	IRX4	5
ENSG00000264564	processed_pseudogene	DYNAPP1	18
ENSG00000263438	lncRNA	LINC01919	18
ENSG00000100731	protein_coding	PCNX1	14
ENSG00000266296	processed_pseudogene	ARIH2P1	18
ENSG00000155975	protein_coding	VPS37A	8
ENSG00000224524	processed_pseudogene	CYCSP42	21
ENSG00000214727	unprocessed_pseudogene	RPL5P35	22
ENSG00000233300	processed_pseudogene	EIF4A1P1	21
ENSG00000082212	protein_coding	ME2	18
ENSG00000227342	lncRNA	LINC00307	21
ENSG00000213885	transcribed_processed_pseudogene	RPL13AP7	21
ENSG00000228807	processed_pseudogene	MRPS18CP6	22
ENSG00000236052	lncRNA	LINC01643	22
ENSG00000156261	protein_coding	CCT8	21
ENSG00000234300	lncRNA	LINC00229	22
ENSG00000248405	protein_coding	PRR5-ARHGAP8	22
ENSG00000250730	processed_pseudogene	HMGB3P3	5
ENSG00000248131	lncRNA	LINC01194	5
ENSG00000164743	protein_coding	C8orf48	8
ENSG00000112902	protein_coding	SEMA5A	5
ENSG00000159167	protein_coding	STC1	8
ENSG00000180205	protein_coding	WFDC9	20
ENSG00000104228	protein_coding	TRIM35	8
ENSG00000149639	protein_coding	SOGA1	20
ENSG00000254384	unprocessed_pseudogene	MTND6P19	8
ENSG00000198042	protein_coding	MAK16	8
ENSG00000233277	lncRNA	LINC01728	20
ENSG00000274173	lncRNA	LINC02967	20
ENSG00000145555	protein_coding	MYO10	5
ENSG00000180305	protein_coding	WFDC10A	20
ENSG00000175445	protein_coding	LPL	8
ENSG00000277708	unprocessed_pseudogene	PGBD4P2	20
ENSG00000179935	lncRNA	LINC00652	20
ENSG00000226024	processed_pseudogene	COX5BP7	22
ENSG00000141441	protein_coding	GAREM1	18
ENSG00000188064	protein_coding	WNT7B	22
ENSG00000179600	protein_coding	GPHB5	14
ENSG00000154654	protein_coding	NCAM2	21
ENSG00000101445	protein_coding	PPP1R16B	20
ENSG00000258877	processed_pseudogene	ATP5F1AP4	14
ENSG00000258952	lncRNA	SALRNA1	14
ENSG00000020426	protein_coding	MNAT1	14
ENSG00000267513	processed_pseudogene	HMGN1P31	18
ENSG00000175886	processed_pseudogene	RPL7AP66	18
ENSG00000265533	lncRNA	DSEL-AS1	18
ENSG00000100347	protein_coding	SAMM50	22
ENSG00000266549	processed_pseudogene	ATP6V1E1P2	18
ENSG00000267761	lncRNA	MIR4527HG	18
ENSG00000267597	processed_pseudogene	RPIAP1	18
ENSG00000147421	protein_coding	HMBOX1	8
ENSG00000184828	protein_coding	ZBTB7C	18
ENSG00000237731	processed_pseudogene	RNGTTP1	21
ENSG00000218549	unprocessed_pseudogene	OR4K12P	21
ENSG00000198862	protein_coding	LTN1	21
ENSG00000149633	protein_coding	KIAA1755	20
ENSG00000267909	protein_coding	CCDC177	14
ENSG00000250548	lncRNA	LINC01303	14
ENSG00000179476	protein_coding	C14orf28	14
ENSG00000223864	processed_pseudogene	NPM1P19	20
ENSG00000261431	lncRNA	DHX35-DT	20
ENSG00000119599	protein_coding	DCAF4	14
ENSG00000227599	lncRNA	PTPRT-AS1	20
ENSG00000101452	protein_coding	DHX35	20
ENSG00000075234	protein_coding	TTC38	22
ENSG00000156006	protein_coding	NAT2	8
ENSG00000230198	processed_pseudogene	RPL37P4	21
ENSG00000254319	lncRNA	LINC03021	8
ENSG00000273492	lncRNA	APP-DT	21
ENSG00000227721	processed_pseudogene	RPSAP64	21
ENSG00000184029	lncRNA	DSCR4	21
ENSG00000224421	processed_pseudogene	ATP5MFP1	21
ENSG00000234107	processed_pseudogene	TPT1P1	21
ENSG00000224598	processed_pseudogene	RPS5P2	21
ENSG00000231231	lncRNA	LINC01423	21
ENSG00000232560	lncRNA	LINC01549	21
ENSG00000260433	lncRNA	LINC01917	18
ENSG00000171056	protein_coding	SOX7	8
ENSG00000156284	protein_coding	CLDN8	21
ENSG00000228075	protein_coding	BOD1L2	18
ENSG00000222018	protein_coding	C21orf140	21
